OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Five-Mile-River-Harbor-2,Five Mile River Harbor 2,Estuary,Five Mile River Harbor DO Survey,01100006,,,,,41.0613170000,-73.4462500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Five-Mile-River-Harbor-3,Five Mile River Harbor 3,Estuary,Five Mile River Harbor DO Survey,01100006,,,,,41.0649670000,-73.4453170000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Five-Mile-River-Harbor-4,Five Mile River Harbor 4,Estuary,Five Mile River Harbor DO Survey,01100006,,,,,41.0672330000,-73.4447330000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Five-Mile-River-Harbor-5,Five Mile River Harbor 5,Estuary,Five Mile River Harbor DO Survey,01100006,,,,,41.0693330000,-73.4445500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Great-1,Great 1,River/Stream,Sasco Brook,01100006,,,,,41.1604740000,-73.3017090000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Great-2,Great 2,River/Stream,Sasco Brook,01100006,,,,,41.1694020000,-73.3013490000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Great-3,Great 3,River/Stream,Sasco Brook,01100006,,,,,41.1782740000,-73.3004640000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Great-4,Great 4,River/Stream,Sasco Brook,01100006,,,,,41.1861110000,-73.2959420000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Horse-Tavern-1,Horse Tavern 1,River/Stream,Ash Creek,01100006,,,,,41.1958540000,-73.2319930000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Horse-Tavern-2,Horse Tavern 2,River/Stream,Ash Creek,01100006,,,,,41.2031600000,-73.2294000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Horse-Tavern-3,Horse Tavern 3,River/Stream,Ash Creek,01100006,,,,,41.2124300000,-73.2238200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Horse-Tavern-4,Horse Tavern 4,River/Stream,Ash Creek,01100006,,,,,41.2357200000,-73.2281100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Horse-Tavern-5,Horse Tavern 5,River/Stream,Ash Creek,01100006,,,,,41.2443800000,-73.2320500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Housatonic-River-2,Housatonic River 2,Estuary,Housatonic River DO Survey,02030203,,,,,41.1749830000,-73.1203330000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Housatonic-River-3,Housatonic River 3,Estuary,Housatonic River DO Survey,02030203,,,,,41.1780330000,-73.1235500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Housatonic-River-4,Housatonic River 4,Estuary,Housatonic River DO Survey,02030203,,,,,41.1852500000,-73.1229170000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Hunt-Club-1,Hunt Club 1,River/Stream,Sasco Brook,01100006,,,,,41.1458700000,-73.3035700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Hunt-Club-2,Hunt Club 2,River/Stream,Sasco Brook,01100006,,,,,41.1478600000,-73.3073600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Island-1,Island 1,River/Stream,Pequonnock River,01100006,,,,,41.2078350000,-73.1961250000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Island-2,Island 2,River/Stream,Pequonnock River,01100006,,,,,41.2120590000,-73.1995360000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Island-3,Island 3,River/Stream,Pequonnock River,01100006,,,,,41.2171790000,-73.2075650000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Island-4,Island 4,River/Stream,Pequonnock River,01100006,,,,,41.2253960000,-73.2057370000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Island-5,Island 5,River/Stream,Pequonnock River,01100006,,,,,41.2348950000,-73.2172300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Londons-1,Londons 1,River/Stream,Ash Creek,01100006,,,,,41.1953760000,-73.2353950000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-0.5,New 0.5,Estuary,Sherwood Millpond Tributaries,01100006,,,,,41.1165700000,-73.3187000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-1,New 1,Estuary,Sherwood Millpond Tributaries,01100006,,,,,41.1188390000,-73.3169260000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-1.5,New 1.5,Estuary,Sherwood Millpond Tributaries,01100006,,,,,41.1207570000,-73.3151300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-1.75,New 1.75,Estuary,Sherwood Millpond Tributaries,01100006,,,,,41.1217400000,-73.3143790000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-2,New 2,River/Stream,Sherwood Millpond Tributaries,01100006,,,,,41.1233440000,-73.3137940000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-New-3,New 3,River/Stream,Sherwood Millpond Tributaries,01100006,,,,,41.1306410000,-73.3128200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-1,Norwalk Harbor 1_FIB,Estuary,Norwalk Harbor,01100006,,,,,41.1173800000,-73.4110500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-2,Norwalk Harbor 2_FIB,Estuary,Norwalk Harbor,01100006,,,,,41.1079900000,-73.4111700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-3,Norwalk Harbor 3_FIB,Estuary,Norwalk Harbor,01100006,,,,,41.1020500000,-73.4160000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-4,Norwalk Harbor 4_FIB,Estuary,Norwalk Harbor,02030203,,,,,41.0984600000,-73.4141900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-5,Norwalk Harbor 5_FIB,Estuary,Norwalk Harbor,02030203,,,,,41.0938500000,-73.4100300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-6,Norwalk Harbor 6_FIB,Estuary,Norwalk Harbor,02030203,,,,,41.0872700000,-73.4042500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-NH-7,Norwalk Harbor 7_FIB,Estuary,Norwalk Harbor,02030203,,,,,41.0793900000,-73.4007300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-1,Noroton 1,Estuary,Noroton River,02030203,,,,,41.0609300000,-73.5073500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-1.75,Noroton 1.75,River/Stream,Noroton River,01100006,,,,,41.0721800000,-73.5110000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-2,Noroton 2,River/Stream,Noroton River,01100006,,,,,41.0753000000,-73.5155000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-3,Noroton 3,River/Stream,Noroton River,01100006,,,,,41.0953000000,-73.5144300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-4,Noroton 4,River/Stream,Noroton River,01100006,,,,,41.1029000000,-73.5098200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-5,Noroton 5,River/Stream,Noroton River,01100006,,,,,41.1186800000,-73.5013000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-7,Noroton 7,River/Stream,Noroton River,01100006,,,,,41.1410800000,-73.5116700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Noroton-8,Noroton 8,River/Stream,Noroton River,01100006,,,,,41.1592500000,-73.5142100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-0.25,Norwalk 0.25,Estuary,Norwalk River,01100006,,,,,41.1184140000,-73.4120130000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-0.5,Norwalk 0.5,Estuary,Norwalk River,01100006,,,,,41.1189310000,-73.4138130000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-1,Norwalk 1,River/Stream,Norwalk River,01100006,,,,,41.1194700000,-73.4170100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-13,Norwalk 13,River/Stream,Norwalk River,01100006,,,,,41.2655000000,-73.4407900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-15,Norwalk 15,River/Stream,Norwalk River,01100006,,,,,41.3087000000,-73.4688400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-19,Norwalk 19,River/Stream,Norwalk River,01100006,,,,,41.3167200000,-73.4900100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-2,Norwalk 2,River/Stream,Norwalk River,01100006,,,,,41.1263160000,-73.4291620000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-21,Norwalk 21,River/Stream,Norwalk River,01100006,,,,,41.2944400000,-73.4884300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-23,Norwalk 23,River/Stream,Norwalk River,01100006,,,,,41.2900500000,-73.4934900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-4,Norwalk 4,River/Stream,Norwalk River,01100006,,,,,41.1434900000,-73.4266900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-6,Norwalk 6,River/Stream,Norwalk River,01100006,,,,,41.1834100000,-73.4227600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-9,Norwalk 9,River/Stream,Norwalk River,01100006,,,,,41.2035400000,-73.4309400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-9.5,Norwalk 9.5,River/Stream,Norwalk River,01100006,,,,,41.2459000000,-73.4340900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-1,Norwalk Harbor 1,Estuary,Norwalk Harbor DO Survey,01100006,,,,,41.1080000000,-73.4111670000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-1A,Norwalk Harbor 1A,Estuary,Norwalk Harbor DO Survey,01100006,,,,,41.1173890000,-73.4110560000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-2,Norwalk Harbor 2,Estuary,Norwalk Harbor DO Survey,01100006,,,,,41.1020560000,-73.4160000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-3,Norwalk Harbor 3,Estuary,Norwalk Harbor DO Survey,02030203,,,,,41.0984720000,-73.4141940000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-4,Norwalk Harbor 4,Estuary,Norwalk Harbor DO Survey,02030203,,,,,41.0872780000,-73.4042500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-4A,Norwalk Harbor 4A,Estuary,Norwalk Harbor DO Survey,02030203,,,,,41.0938610000,-73.4100280000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-5,Norwalk Harbor 5,Estuary,Norwalk Harbor DO Survey,02030203,,,,,41.0696110000,-73.3974720000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Norwalk-Harbor-5A,Norwalk Harbor 5A,Estuary,Norwalk Harbor DO Survey,02030203,,,,,41.0794020000,-73.4007270000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Pequonnock-0.5,Pequonnock 0.5,Estuary,Pequonnock River,01100006,,,,,41.1944350000,-73.1869880000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Pequonnock-0.75,Pequonnock 0.75,Estuary,Pequonnock River,01100006,,,,,41.1981760000,-73.1866940000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Pequonnock-1,Pequonnock 1,River/Stream,Pequonnock River,01100006,,,,,41.2046000000,-73.1876500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-0.5,Rippowam 0.5,Estuary,Rippowam River,01100006,,,,,41.0481300000,-73.5454200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-10,Rippowam 10,River/Stream,Rippowam River,01100006,,,,,41.1615300000,-73.5384300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-11,Rippowam 11,River/Stream,Rippowam River,01100006,,,,,41.1723400000,-73.5312600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-11.5,Rippowam 11.5,River/Stream,Rippowam River,01100006,,,,,41.1756100000,-73.5292000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-12,Rippowam 12,River/Stream,Rippowam River,01100006,,,,,41.1852400000,-73.5299900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-2,Rippowam 2,River/Stream,Rippowam River,01100006,,,,,41.0590400000,-73.5466400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-3,Rippowam 3,River/Stream,Rippowam River,01100006,,,,,41.0659300000,-73.5491200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-4,Rippowam 4,River/Stream,Rippowam River,01100006,,,,,41.0661700000,-73.5576300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-5,Rippowam 5,River/Stream,Rippowam River,01100006,,,,,41.0855900000,-73.5566400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-7,Rippowam 7,River/Stream,Rippowam River,01100006,,,,,41.1055900000,-73.5586000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-8,Rippowam 8,River/Stream,Rippowam River,01100006,,,,,41.1130200000,-73.5461900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rippowam-9,Rippowam 9,River/Stream,Rippowam River,01100006,,,,,41.1502300000,-73.5341200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rooster-2.5,Rooster 2.5,River/Stream,Ash Creek,01100006,,,,,41.1764820000,-73.2230400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rooster-3.5,Rooster 3.5,River/Stream,Ash Creek,01100006,,,,,41.1828280000,-73.2177070000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rooster-4.5,Rooster 4.5,River/Stream,Ash Creek,01100006,,,,,41.1880700000,-73.2187200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rooster-4.6,Rooster 4.6,River/Stream,Ash Creek,01100006,,,,,41.1885750000,-73.2206430000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Rooster-4.7,Rooster 4.7,River/Stream,Ash Creek,01100006,,,,,41.1926040000,-73.2284950000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-1,Sasco 1,Estuary,Sasco Brook,01100006,,,,,41.1247800000,-73.2988800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-2,Sasco 2,Estuary,Sasco Brook,01100006,,,,,41.1329300000,-73.2967500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-3,Sasco 3,Estuary,Sasco Brook,01100006,,,,,41.1370200000,-73.2970800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-4,Sasco 4,Estuary,Sasco Brook,01100006,,,,,41.1381300000,-73.2979300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
